id_madrasah,nama,jenjang,status,provinsi,daerah,akreditasi,jumlah_siswa,jumlah_guru,rasio_siswa_guru,persen_guru_sertifikasi,akses_internet_mbps,perpustakaan,lab_komputer,rata_nilai_pai
MDR00209,MMA Sumatera 0209,MA,Swasta,Sumatera Selatan,Pedesaan,B,107,8,13.38,54.5,2.0,0,1,75.0
MDR00210,MMI Aceh 0210,MI,Swasta,Aceh,Pedesaan,Belum Terakreditasi,187,9,20.78,17.6,9.1,0,0,60.3
MDR00211,MMI Aceh 0211,MI,Negeri,Aceh,Perkotaan,C,235,13,18.08,59.8,15.8,1,0,67.4
MDR00212,MMI DI 0212,MI,Swasta,DI Yogyakarta,Pedesaan,A,198,12,16.5,57.7,15.0,1,0,79.7
MDR00213,MMTs Sumatera 0213,MTs,Negeri,Sumatera Barat,3T,A,259,29,8.93,79.3,2.2,1,0,74.2
MDR00214,MMI Kalimantan 0214,MI,Swasta,Kalimantan Selatan,Pedesaan,C,199,15,13.27,27.7,13.3,0,1,62.3
MDR00215,MMI Jambi 0215,MI,Swasta,Jambi,Pedesaan,C,235,17,13.82,40.0,11.7,1,0,71.5
MDR00216,MMI Sulawesi 0216,MI,Swasta,Sulawesi Selatan,Pedesaan,B,54,4,13.5,49.6,7.1,1,1,76.2
MDR00217,MMI Banten 0217,MI,Swasta,Banten,Perkotaan,Belum Terakreditasi,186,15,12.4,25.0,51.3,0,1,69.2
MDR00218,MMTs Aceh 0218,MTs,Swasta,Aceh,Pedesaan,A,377,19,19.84,52.4,5.7,1,1,75.3
MDR00219,MMA Sulawesi 0219,MA,Negeri,Sulawesi Selatan,Perkotaan,C,258,13,19.85,45.0,17.5,1,0,72.7
MDR00220,MMI Banten 0220,MI,Swasta,Banten,Perkotaan,B,268,18,14.89,31.1,27.6,1,0,69.2
MDR00221,MMTs Bali 0221,MTs,Swasta,Bali,Pedesaan,B,291,19,15.32,53.2,19.0,1,1,72.9
MDR00222,MMTs Bali 0222,MTs,Swasta,Bali,Pedesaan,B,260,14,18.57,34.9,15.6,1,1,78.2
MDR00223,MMI Lampung 0223,MI,Swasta,Lampung,Perkotaan,C,164,9,18.22,43.8,50.1,0,0,68.1
MDR00224,MMI DKI 0224,MI,Swasta,DKI Jakarta,Pedesaan,B,269,20,13.45,46.5,19.9,1,1,76.0
MDR00225,MMI Aceh 0225,MI,Negeri,Aceh,Pedesaan,C,264,21,12.57,51.8,11.8,0,0,72.4
MDR00226,MMA Bali 0226,MA,Swasta,Bali,Pedesaan,B,198,9,22.0,56.2,15.9,1,0,67.8
MDR00227,MMTs Sumatera 0227,MTs,Swasta,Sumatera Barat,Perkotaan,B,254,12,21.17,42.1,58.7,1,0,68.4
MDR00228,MMI Riau 0228,MI,Swasta,Riau,3T,Belum Terakreditasi,96,9,10.67,21.5,2.6,0,0,60.2
MDR00229,MMTs Riau 0229,MTs,Swasta,Riau,Pedesaan,B,331,20,16.55,52.0,19.3,1,1,72.0
MDR00230,MMI DI 0230,MI,Swasta,DI Yogyakarta,Perkotaan,B,145,7,20.71,43.0,23.6,1,1,76.9
MDR00231,MMI DKI 0231,MI,Negeri,DKI Jakarta,Pedesaan,C,278,20,13.9,57.5,2.5,0,0,72.8
MDR00232,MMI NTB 0232,MI,Swasta,NTB,Pedesaan,B,177,12,14.75,54.2,2.1,1,1,70.2
MDR00233,MMI Jawa 0233,MI,Swasta,Jawa Barat,Pedesaan,C,154,7,22.0,42.5,4.1,1,0,69.4
MDR00234,MMA Sulawesi 0234,MA,Swasta,Sulawesi Selatan,3T,B,69,5,13.8,47.7,2.4,1,0,68.5
MDR00235,MMA Banten 0235,MA,Swasta,Banten,Perkotaan,B,204,12,17.0,14.8,26.4,1,1,75.1
MDR00236,MMI Kalimantan 0236,MI,Swasta,Kalimantan Selatan,Perkotaan,B,108,6,18.0,47.5,20.0,0,1,69.9
MDR00237,MMTs Jawa 0237,MTs,Swasta,Jawa Barat,Pedesaan,A,389,20,19.45,66.5,15.5,0,1,73.4
MDR00238,MMI Sumatera 0238,MI,Negeri,Sumatera Barat,Perkotaan,B,363,23,15.78,67.6,56.6,0,0,81.2
MDR00239,MMTs Jawa 0239,MTs,Swasta,Jawa Tengah,Pedesaan,A,166,10,16.6,66.3,3.9,1,0,68.5
MDR00240,MMA NTB 0240,MA,Swasta,NTB,Pedesaan,B,66,4,16.5,42.3,15.1,1,1,74.2
MDR00241,MMA Lampung 0241,MA,Swasta,Lampung,Pedesaan,B,201,11,18.27,46.1,3.4,1,0,68.2
MDR00242,MMI Sulawesi 0242,MI,Swasta,Sulawesi Selatan,Perkotaan,C,132,11,12.0,28.3,18.3,1,0,71.5
MDR00243,MMI Jawa 0243,MI,Negeri,Jawa Timur,Pedesaan,B,340,28,12.14,58.5,8.8,1,1,68.6
MDR00244,MMI Sumatera 0244,MI,Swasta,Sumatera Utara,3T,C,140,15,9.33,36.2,3.6,0,0,65.7
MDR00245,MMI Kalimantan 0245,MI,Swasta,Kalimantan Selatan,Pedesaan,C,182,13,14.0,36.9,17.7,0,0,67.3
MDR00246,MMTs Bali 0246,MTs,Swasta,Bali,Perkotaan,B,323,18,17.94,57.5,72.9,1,0,79.1
MDR00247,MMTs DI 0247,MTs,Swasta,DI Yogyakarta,Pedesaan,B,155,12,12.92,36.2,17.7,1,0,72.8
MDR00248,MMI Sumatera 0248,MI,Swasta,Sumatera Utara,Perkotaan,B,209,14,14.93,47.9,57.9,1,0,77.7
MDR00249,MMI Sulawesi 0249,MI,Swasta,Sulawesi Selatan,3T,C,66,6,11.0,33.9,0.5,1,1,66.2
MDR00250,MMI Sumatera 0250,MI,Swasta,Sumatera Selatan,Pedesaan,C,120,6,20.0,38.3,12.6,1,0,63.2
MDR00251,MMTs Sumatera 0251,MTs,Swasta,Sumatera Barat,3T,B,93,7,13.29,52.9,0.1,1,0,68.7
MDR00252,MMA DI 0252,MA,Swasta,DI Yogyakarta,Pedesaan,C,135,8,16.88,35.3,16.5,0,0,62.4
MDR00253,MMI Bali 0253,MI,Swasta,Bali,Pedesaan,B,144,8,18.0,55.6,10.4,1,1,70.3
MDR00254,MMI Jawa 0254,MI,Swasta,Jawa Timur,Pedesaan,B,309,23,13.43,37.7,2.2,1,0,72.0
MDR00255,MMI Sumatera 0255,MI,Swasta,Sumatera Barat,Perkotaan,A,168,10,16.8,67.0,68.0,1,1,83.1
MDR00256,MMI DKI 0256,MI,Swasta,DKI Jakarta,Perkotaan,B,158,8,19.75,33.0,39.9,1,1,70.2
MDR00257,MMI Jawa 0257,MI,Swasta,Jawa Barat,3T,A,104,8,13.0,60.2,4.1,1,0,75.6
MDR00258,MMA Lampung 0258,MA,Swasta,Lampung,Pedesaan,B,193,9,21.44,31.9,7.9,1,1,63.3
MDR00259,MMA Sumatera 0259,MA,Swasta,Sumatera Selatan,Perkotaan,B,285,14,20.36,38.6,34.2,1,0,79.4
MDR00260,MMI Jambi 0260,MI,Swasta,Jambi,Pedesaan,B,93,5,18.6,45.7,5.4,1,1,67.3
MDR00261,MMI Jambi 0261,MI,Swasta,Jambi,Pedesaan,B,209,17,12.29,49.6,15.1,1,1,74.7
MDR00262,MMI Aceh 0262,MI,Negeri,Aceh,Perkotaan,B,249,12,20.75,62.9,79.9,1,0,77.6
MDR00263,MMI Jawa 0263,MI,Swasta,Jawa Tengah,Perkotaan,C,127,6,21.17,33.5,76.2,0,1,67.8
MDR00264,MMTs Lampung 0264,MTs,Swasta,Lampung,Perkotaan,A,368,19,19.37,64.4,71.0,1,1,77.1
MDR00265,MMI Bali 0265,MI,Swasta,Bali,Pedesaan,B,79,4,19.75,52.9,9.0,1,0,67.4
MDR00266,MMI Aceh 0266,MI,Swasta,Aceh,Pedesaan,A,215,10,21.5,76.6,2.8,1,0,78.3
MDR00267,MMI DI 0267,MI,Swasta,DI Yogyakarta,Pedesaan,Belum Terakreditasi,214,10,21.4,26.3,14.2,0,0,62.6
MDR00268,MMTs Kalimantan 0268,MTs,Swasta,Kalimantan Selatan,Pedesaan,Belum Terakreditasi,272,16,17.0,31.7,2.6,0,0,61.6
MDR00269,MMI DKI 0269,MI,Swasta,DKI Jakarta,Perkotaan,C,213,11,19.36,26.8,66.2,1,1,69.6
MDR00270,MMTs Kalimantan 0270,MTs,Swasta,Kalimantan Selatan,3T,Belum Terakreditasi,79,9,8.78,36.9,5.0,1,0,56.2
MDR00271,MMTs Aceh 0271,MTs,Swasta,Aceh,Pedesaan,B,387,25,15.48,49.0,14.9,1,0,72.3
MDR00272,MMTs Sumatera 0272,MTs,Negeri,Sumatera Barat,Pedesaan,B,394,23,17.13,61.9,8.0,1,0,71.5
MDR00273,MMI Riau 0273,MI,Negeri,Riau,Pedesaan,Belum Terakreditasi,225,16,14.06,48.9,2.4,1,0,71.7
MDR00274,MMI Bali 0274,MI,Swasta,Bali,Pedesaan,Belum Terakreditasi,211,11,19.18,26.1,10.1,1,0,60.9
MDR00275,MMA DI 0275,MA,Swasta,DI Yogyakarta,Perkotaan,B,48,4,12.0,55.1,21.3,1,0,78.1
MDR00276,MMI Riau 0276,MI,Negeri,Riau,Perkotaan,A,373,29,12.86,80.9,19.0,1,1,83.2
MDR00277,MMI NTB 0277,MI,Swasta,NTB,3T,B,47,6,7.83,35.4,4.7,1,0,64.1
MDR00278,MMI Lampung 0278,MI,Swasta,Lampung,3T,B,35,4,8.75,32.9,2.7,1,1,73.8
MDR00279,MMI Aceh 0279,MI,Swasta,Aceh,Pedesaan,B,281,14,20.07,46.4,17.6,1,0,70.1
MDR00280,MMTs Riau 0280,MTs,Swasta,Riau,3T,B,169,16,10.56,44.9,0.7,1,1,69.8
MDR00281,MMI Sulawesi 0281,MI,Swasta,Sulawesi Selatan,Perkotaan,C,71,4,17.75,34.6,52.4,0,0,73.2
MDR00282,MMTs Jawa 0282,MTs,Swasta,Jawa Timur,Perkotaan,B,336,19,17.68,37.6,21.8,1,1,72.0
MDR00283,MMA Sumatera 0283,MA,Negeri,Sumatera Utara,Perkotaan,A,233,19,12.26,80.5,43.2,0,1,92.7
MDR00284,MMI Sulawesi 0284,MI,Swasta,Sulawesi Selatan,Perkotaan,Belum Terakreditasi,224,14,16.0,33.1,10.8,1,0,57.5
MDR00285,MMI NTB 0285,MI,Swasta,NTB,Pedesaan,B,90,7,12.86,45.0,5.3,1,1,68.0
MDR00286,MMI NTB 0286,MI,Swasta,NTB,Pedesaan,C,354,25,14.16,19.1,14.3,0,1,63.1
MDR00287,MMTs Sumatera 0287,MTs,Swasta,Sumatera Barat,Perkotaan,C,229,19,12.05,43.6,58.6,1,0,74.2
MDR00288,MMI Sumatera 0288,MI,Swasta,Sumatera Barat,Pedesaan,B,137,9,15.22,42.0,11.1,1,1,69.0
MDR00289,MMA DI 0289,MA,Swasta,DI Yogyakarta,Perkotaan,B,200,9,22.22,59.1,34.3,1,1,75.4
MDR00290,MMI Kalimantan 0290,MI,Negeri,Kalimantan Selatan,Perkotaan,A,257,16,16.06,90.3,67.2,1,0,88.0
MDR00291,MMI Jawa 0291,MI,Negeri,Jawa Barat,Perkotaan,B,278,19,14.63,65.2,33.4,1,1,73.9
MDR00292,MMA Banten 0292,MA,Swasta,Banten,Perkotaan,B,122,7,17.43,37.0,19.7,1,0,70.3
MDR00293,MMI Sumatera 0293,MI,Swasta,Sumatera Utara,Pedesaan,A,290,17,17.06,71.7,9.2,1,0,78.9
MDR00294,MMTs Sumatera 0294,MTs,Swasta,Sumatera Barat,Pedesaan,C,275,17,16.18,20.4,7.1,1,0,65.5
MDR00295,MMA Jawa 0295,MA,Swasta,Jawa Barat,Pedesaan,C,150,10,15.0,27.0,12.9,0,0,74.5
MDR00296,MMA Bali 0296,MA,Swasta,Bali,3T,B,101,9,11.22,44.9,3.6,1,0,64.2
MDR00297,MMI Sumatera 0297,MI,Swasta,Sumatera Selatan,Perkotaan,C,131,7,18.71,36.3,10.3,1,0,79.6
MDR00298,MMI Kalimantan 0298,MI,Negeri,Kalimantan Selatan,Pedesaan,A,292,15,19.47,90.2,5.5,1,0,74.9
MDR00299,MMI Banten 0299,MI,Swasta,Banten,Pedesaan,B,202,10,20.2,36.7,7.3,1,1,78.2
MDR00300,MMI NTB 0300,MI,Swasta,NTB,Pedesaan,Belum Terakreditasi,252,18,14.0,36.3,5.3,0,0,65.2
