id_guru,id_madrasah,jenis_kelamin,usia,kualifikasi,pengalaman_tahun,sertifikasi,skor_literasi_digital,jam_mengajar_per_minggu
GR000420,MDR00132,L,23,S1 PAI,0,0,60.7,30
GR000421,MDR00132,P,33,S2 Non-PAI,9,1,55.8,21
GR000422,MDR00132,P,45,S1 PAI,17,1,65.0,20
GR000423,MDR00132,P,44,S1 PAI,16,1,54.2,19
GR000424,MDR00132,L,43,S2 Non-PAI,19,1,71.3,17
GR000425,MDR00132,L,48,S2 PAI,21,0,70.6,23
GR000426,MDR00132,P,43,S1 PAI,17,0,61.1,26
GR000427,MDR00133,P,43,S1 PAI,17,1,42.6,27
GR000428,MDR00133,L,35,S1 Non-PAI,7,1,42.7,24
GR000429,MDR00133,P,39,S1 PAI,13,1,63.0,27
GR000430,MDR00133,L,40,S1 PAI,15,1,55.0,23
GR000431,MDR00133,P,39,S1 Non-PAI,15,1,46.5,24
GR000432,MDR00133,L,27,S1 Non-PAI,3,0,59.4,28
GR000433,MDR00133,P,51,S1 PAI,27,0,48.0,22
GR000434,MDR00133,L,45,S1 PAI,19,1,42.2,26
GR000435,MDR00134,P,25,S1 PAI,0,1,63.1,28
GR000436,MDR00134,L,23,S1 PAI,0,1,74.4,21
GR000437,MDR00134,L,25,S1 PAI,0,1,69.3,16
GR000438,MDR00135,P,46,S1 PAI,21,1,53.8,16
GR000439,MDR00135,P,25,S1 PAI,1,0,65.9,23
GR000440,MDR00135,P,38,S1 PAI,10,0,68.1,20
GR000441,MDR00135,P,32,S1 Non-PAI,7,0,61.3,21
GR000442,MDR00135,L,36,S1 PAI,12,1,65.1,22
GR000443,MDR00135,P,39,S1 PAI,11,1,63.4,25
GR000444,MDR00135,L,33,D3/Lainnya,10,1,47.6,20
GR000445,MDR00135,L,52,S2 PAI,25,1,58.2,20
GR000446,MDR00136,L,33,S1 Non-PAI,9,1,60.0,26
GR000447,MDR00136,L,36,S2 PAI,12,1,49.7,28
GR000448,MDR00136,P,28,S1 Non-PAI,2,1,70.3,28
GR000449,MDR00137,L,45,D3/Lainnya,21,0,57.2,24
GR000450,MDR00137,P,46,S1 PAI,22,0,61.2,24
GR000451,MDR00137,P,32,S1 PAI,9,0,40.6,20
GR000452,MDR00138,L,31,S1 PAI,8,0,58.7,31
GR000453,MDR00139,P,42,S1 Non-PAI,15,0,51.5,27
GR000454,MDR00139,P,41,S1 PAI,15,0,43.8,20
GR000455,MDR00140,L,49,S1 PAI,24,0,52.1,24
GR000456,MDR00141,P,51,S2 Non-PAI,24,1,56.0,22
GR000457,MDR00141,L,42,S1 PAI,14,0,52.4,18
GR000458,MDR00141,L,47,S1 PAI,23,0,53.4,21
GR000459,MDR00142,P,41,S1 PAI,13,0,61.6,28
GR000460,MDR00142,P,41,S1 Non-PAI,14,0,54.8,20
GR000461,MDR00142,P,26,S1 Non-PAI,0,0,77.8,23
GR000462,MDR00142,L,31,S2 PAI,4,0,60.6,29
GR000463,MDR00142,P,43,S1 PAI,18,0,55.4,30
GR000464,MDR00142,L,28,S1 PAI,1,1,57.6,28
GR000465,MDR00142,P,35,D3/Lainnya,9,0,71.8,23
GR000466,MDR00142,P,26,S1 PAI,1,1,83.2,20
GR000467,MDR00143,P,23,S1 PAI,0,1,55.8,22
GR000468,MDR00143,P,35,D3/Lainnya,11,1,53.8,22
GR000469,MDR00143,P,45,S1 PAI,17,1,59.2,22
GR000470,MDR00143,L,25,S1 PAI,0,0,69.0,24
GR000471,MDR00144,L,35,D3/Lainnya,10,1,40.1,26
GR000472,MDR00144,P,38,S1 PAI,11,1,64.2,27
GR000473,MDR00144,L,39,S2 PAI,11,1,84.8,26
GR000474,MDR00144,P,23,S1 PAI,0,1,59.8,24
GR000475,MDR00144,P,25,S1 PAI,0,0,60.5,24
GR000476,MDR00144,P,42,S2 Non-PAI,14,0,55.4,29
GR000477,MDR00144,P,46,S2 PAI,18,1,60.0,27
GR000478,MDR00144,P,23,S2 PAI,0,0,76.0,21
GR000479,MDR00144,L,28,S2 Non-PAI,1,1,69.6,29
GR000480,MDR00145,L,35,S1 Non-PAI,9,1,60.4,23
GR000481,MDR00145,P,34,S1 PAI,8,1,60.4,20
GR000482,MDR00145,P,37,S1 PAI,11,1,37.9,29
GR000483,MDR00146,L,32,S1 Non-PAI,8,0,63.2,21
GR000484,MDR00146,P,26,D3/Lainnya,0,1,51.9,21
GR000485,MDR00147,L,60,S1 PAI,32,1,65.4,21
GR000486,MDR00147,P,52,S1 Non-PAI,24,1,64.9,22
GR000487,MDR00147,P,33,S1 Non-PAI,7,0,47.0,19
GR000488,MDR00147,P,33,S2 PAI,9,0,73.0,23
GR000489,MDR00147,P,35,S1 Non-PAI,11,0,58.0,23
GR000490,MDR00147,P,23,S2 PAI,0,1,76.3,22
GR000491,MDR00147,P,23,S1 Non-PAI,0,0,66.7,22
GR000492,MDR00148,P,33,S1 Non-PAI,6,0,59.2,26
GR000493,MDR00148,L,38,S1 PAI,10,1,60.7,15
GR000494,MDR00148,P,39,S1 Non-PAI,14,1,63.4,23
GR000495,MDR00148,P,60,S1 Non-PAI,35,0,52.1,22
GR000496,MDR00149,L,38,D3/Lainnya,13,1,66.0,24
GR000497,MDR00150,P,44,D3/Lainnya,21,0,55.5,24
GR000498,MDR00150,P,25,S1 PAI,0,1,67.8,24
GR000499,MDR00150,L,29,S1 PAI,4,0,69.4,22
GR000500,MDR00150,P,24,S1 PAI,1,0,70.3,22
GR000501,MDR00150,P,24,S1 Non-PAI,0,0,62.7,25
GR000502,MDR00150,P,40,S1 Non-PAI,13,0,56.4,22
GR000503,MDR00151,L,40,S1 PAI,16,0,60.6,31
GR000504,MDR00151,P,28,S1 PAI,5,0,74.8,25
GR000505,MDR00151,P,33,S1 PAI,6,0,65.7,17
GR000506,MDR00151,L,45,S1 PAI,21,0,53.9,29
GR000507,MDR00151,L,32,S2 Non-PAI,5,1,59.6,20
GR000508,MDR00151,L,39,S1 PAI,16,0,57.4,28
GR000509,MDR00151,P,46,S1 PAI,18,0,46.6,23
GR000510,MDR00152,P,43,S1 PAI,20,1,59.0,25
GR000511,MDR00152,L,58,S1 PAI,34,1,59.5,23
GR000512,MDR00152,P,33,S2 PAI,7,1,74.7,27
GR000513,MDR00152,L,36,S1 PAI,8,0,60.1,26
GR000514,MDR00152,P,40,S1 PAI,17,1,70.9,29
GR000515,MDR00152,P,34,S1 PAI,9,0,74.9,22
GR000516,MDR00152,P,38,S1 PAI,11,0,73.5,28
GR000517,MDR00153,P,23,S1 Non-PAI,0,0,72.2,33
GR000518,MDR00154,L,38,S2 PAI,15,0,53.0,23
GR000519,MDR00154,P,44,S1 Non-PAI,19,1,46.8,18
GR000520,MDR00154,P,38,D3/Lainnya,15,0,60.4,17
GR000521,MDR00154,L,37,S1 PAI,13,0,64.2,21
GR000522,MDR00155,P,29,S1 PAI,6,0,57.7,23
GR000523,MDR00155,P,34,S1 PAI,9,0,67.1,25
GR000524,MDR00155,L,46,S1 PAI,18,1,40.1,22
GR000525,MDR00156,L,40,S1 PAI,13,0,52.9,31
GR000526,MDR00157,L,36,S1 PAI,9,1,65.7,20
GR000527,MDR00157,L,31,D3/Lainnya,5,1,72.8,30
GR000528,MDR00158,P,23,S1 PAI,0,0,60.6,26
GR000529,MDR00158,P,48,S1 PAI,20,1,64.0,20
GR000530,MDR00159,L,39,S1 PAI,15,1,72.0,26
GR000531,MDR00159,P,36,S1 PAI,8,1,67.6,24
GR000532,MDR00159,P,41,S1 PAI,15,1,62.9,21
GR000533,MDR00160,L,32,S1 PAI,6,1,47.2,21
GR000534,MDR00161,L,57,S1 Non-PAI,30,0,55.4,24
GR000535,MDR00161,P,35,S1 Non-PAI,7,0,56.1,21
GR000536,MDR00161,P,37,S1 PAI,14,0,70.0,27
GR000537,MDR00161,L,59,S1 Non-PAI,34,0,62.7,23
GR000538,MDR00161,L,23,S1 PAI,0,1,67.1,28
GR000539,MDR00162,P,44,S2 PAI,18,1,75.7,22
GR000540,MDR00162,L,26,S1 Non-PAI,0,1,80.4,27
GR000541,MDR00162,P,46,S1 Non-PAI,21,0,76.6,28
GR000542,MDR00162,P,33,S1 PAI,9,0,76.4,18
GR000543,MDR00163,P,49,S1 PAI,22,0,54.9,21
GR000544,MDR00164,P,42,S1 PAI,14,0,70.5,22
GR000545,MDR00164,L,34,S1 Non-PAI,6,0,56.6,19
GR000546,MDR00164,P,41,D3/Lainnya,16,0,43.5,19
GR000547,MDR00165,P,35,S1 Non-PAI,11,1,69.9,24
GR000548,MDR00165,P,46,D3/Lainnya,22,0,59.2,20
GR000549,MDR00166,P,44,S1 PAI,20,1,66.4,28
GR000550,MDR00166,P,25,S2 PAI,0,1,70.8,28
GR000551,MDR00166,P,27,S2 PAI,1,1,80.3,22
GR000552,MDR00166,P,23,S2 PAI,0,0,92.9,19
GR000553,MDR00167,P,28,S1 Non-PAI,2,1,58.1,24
GR000554,MDR00167,P,34,S1 PAI,9,1,64.3,26
GR000555,MDR00167,L,40,S1 PAI,15,1,56.1,23
GR000556,MDR00168,P,50,S2 Non-PAI,24,1,61.0,26
GR000557,MDR00168,P,33,S1 PAI,7,1,69.2,25
GR000558,MDR00168,L,51,S1 PAI,28,0,49.7,26
GR000559,MDR00168,L,37,S1 PAI,11,0,90.5,21
GR000560,MDR00169,L,23,S2 PAI,0,0,81.6,27
GR000561,MDR00169,L,29,S2 PAI,1,1,71.6,24
GR000562,MDR00169,P,38,S1 PAI,14,0,62.1,22
GR000563,MDR00169,P,37,S1 PAI,14,1,64.2,27
GR000564,MDR00169,P,29,S1 Non-PAI,1,0,64.2,23
GR000565,MDR00170,L,45,S1 PAI,17,1,59.7,30
GR000566,MDR00170,P,27,S1 PAI,1,1,59.4,21
GR000567,MDR00170,L,49,S1 PAI,23,0,60.7,28
GR000568,MDR00170,L,38,S1 PAI,15,0,49.7,29
GR000569,MDR00171,P,43,S1 Non-PAI,19,0,62.0,27
GR000570,MDR00171,P,23,S2 PAI,0,0,75.9,27
GR000571,MDR00171,P,40,S1 PAI,12,1,41.3,23
GR000572,MDR00172,L,23,S1 PAI,0,0,70.3,17
GR000573,MDR00172,L,36,D3/Lainnya,8,0,48.6,20
GR000574,MDR00173,P,24,S1 PAI,1,1,64.1,15
GR000575,MDR00173,P,45,S1 PAI,19,0,49.5,19
GR000576,MDR00174,P,23,S1 PAI,0,1,66.9,19
GR000577,MDR00174,P,40,S1 PAI,14,1,78.6,22
GR000578,MDR00174,P,23,S2 Non-PAI,0,0,82.4,22
GR000579,MDR00174,L,49,S2 PAI,26,1,63.2,21
GR000580,MDR00174,L,28,S1 PAI,3,1,62.6,19
GR000581,MDR00174,L,41,S1 Non-PAI,18,0,49.4,22
GR000582,MDR00175,P,45,S1 PAI,19,0,72.6,21
GR000583,MDR00175,L,38,D3/Lainnya,13,1,58.0,24
GR000584,MDR00175,P,50,S1 PAI,24,1,71.2,13
GR000585,MDR00175,P,39,S2 PAI,16,1,77.5,29
GR000586,MDR00175,P,23,S1 PAI,0,1,59.1,25
GR000587,MDR00175,L,38,S1 PAI,10,0,66.3,32
GR000588,MDR00175,P,31,S1 PAI,7,0,76.1,21
GR000589,MDR00176,L,46,S1 PAI,23,0,69.5,26
GR000590,MDR00176,P,34,S1 Non-PAI,11,1,70.3,17
GR000591,MDR00176,P,42,S1 Non-PAI,18,0,55.9,24
GR000592,MDR00177,L,55,S1 PAI,27,1,53.6,18
GR000593,MDR00177,L,34,S2 PAI,6,1,53.5,23
GR000594,MDR00177,P,43,S1 PAI,19,0,56.0,18
GR000595,MDR00177,L,24,S1 Non-PAI,0,1,68.0,19
GR000596,MDR00178,L,27,S1 PAI,4,0,61.6,29
GR000597,MDR00178,P,33,S1 PAI,8,1,72.1,24
GR000598,MDR00179,L,24,S1 Non-PAI,0,1,74.2,23
GR000599,MDR00179,L,42,S2 PAI,16,0,59.9,27
GR000600,MDR00179,P,48,S1 Non-PAI,22,0,55.5,22
GR000601,MDR00179,P,42,S2 PAI,18,0,56.9,20
GR000602,MDR00180,P,31,S1 Non-PAI,4,0,52.9,18
GR000603,MDR00180,L,52,S1 Non-PAI,27,1,47.0,25
GR000604,MDR00180,L,37,S1 PAI,14,1,52.5,24
GR000605,MDR00180,L,47,S1 PAI,22,1,56.5,23
GR000606,MDR00180,P,46,S1 PAI,20,0,48.4,28
GR000607,MDR00180,P,34,S2 Non-PAI,8,1,76.1,20
GR000608,MDR00181,L,49,S1 Non-PAI,23,1,49.8,18
GR000609,MDR00181,L,44,S1 PAI,21,0,70.9,25
GR000610,MDR00182,P,39,S1 PAI,12,1,59.7,22
GR000611,MDR00182,P,42,S1 PAI,15,0,54.4,31
GR000612,MDR00182,L,28,S2 Non-PAI,4,0,71.6,22
GR000613,MDR00182,P,39,S1 Non-PAI,16,1,59.8,22
GR000614,MDR00183,L,42,S1 PAI,16,1,47.2,28
GR000615,MDR00184,P,46,S1 PAI,22,1,40.2,23
GR000616,MDR00184,P,40,S1 Non-PAI,13,1,49.0,28
GR000617,MDR00185,L,36,S2 PAI,9,1,69.0,23
GR000618,MDR00185,P,41,S2 PAI,15,1,76.0,28
GR000619,MDR00185,P,33,S1 PAI,10,0,71.6,22
GR000620,MDR00186,P,41,S2 PAI,13,0,40.8,24
GR000621,MDR00186,P,29,S1 PAI,5,0,64.4,24
GR000622,MDR00186,L,40,S1 PAI,15,1,57.5,26
GR000623,MDR00186,L,53,S1 Non-PAI,30,0,54.1,34
GR000624,MDR00187,P,28,S1 PAI,0,1,76.2,23
GR000625,MDR00188,P,40,S1 PAI,12,0,34.3,22
GR000626,MDR00188,L,39,S1 PAI,14,1,55.5,25
GR000627,MDR00188,L,32,S1 PAI,6,1,45.5,16
GR000628,MDR00189,P,32,S1 PAI,5,1,66.2,32
GR000629,MDR00189,P,37,S1 PAI,11,0,56.1,25
GR000630,MDR00189,P,27,S1 PAI,1,1,63.3,28
GR000631,MDR00189,L,48,S2 PAI,25,1,54.9,18
GR000632,MDR00189,P,31,S1 PAI,8,1,68.2,26
GR000633,MDR00190,L,51,S1 PAI,28,0,54.3,24
GR000634,MDR00190,P,25,S2 PAI,0,1,75.3,21
GR000635,MDR00190,P,44,S2 PAI,16,0,58.3,24
GR000636,MDR00190,L,34,D3/Lainnya,8,1,54.9,19
GR000637,MDR00190,L,36,D3/Lainnya,8,1,55.2,23
GR000638,MDR00190,P,32,S1 Non-PAI,8,1,59.7,29
GR000639,MDR00190,L,31,S1 PAI,6,0,49.8,28
GR000640,MDR00191,P,54,D3/Lainnya,28,1,53.0,21
GR000641,MDR00191,P,31,S1 Non-PAI,7,1,68.7,26
GR000642,MDR00192,L,53,S1 PAI,26,0,44.1,27
GR000643,MDR00192,P,27,S1 PAI,0,0,64.2,28
GR000644,MDR00192,L,45,S1 PAI,17,1,55.1,21
GR000645,MDR00192,P,33,S1 PAI,6,0,61.1,26
GR000646,MDR00192,P,27,S1 PAI,3,1,62.2,24
GR000647,MDR00192,P,38,S1 PAI,14,1,61.0,29
GR000648,MDR00193,L,34,S1 Non-PAI,7,1,58.4,29
GR000649,MDR00193,P,50,S1 PAI,25,1,43.8,23
GR000650,MDR00193,P,37,S1 PAI,11,1,55.5,19
GR000651,MDR00193,P,34,S1 PAI,10,1,50.5,21
GR000652,MDR00193,P,53,S1 PAI,27,1,58.5,29
GR000653,MDR00193,L,35,S1 PAI,11,0,63.5,25
GR000654,MDR00194,P,50,S1 PAI,23,1,58.3,24
GR000655,MDR00194,P,40,D3/Lainnya,12,0,52.5,25
GR000656,MDR00194,P,41,S1 PAI,13,1,48.4,18
GR000657,MDR00194,L,33,S1 PAI,6,0,57.0,25
GR000658,MDR00194,L,38,S1 PAI,11,1,64.8,20
GR000659,MDR00194,P,36,S1 Non-PAI,8,1,51.1,21
GR000660,MDR00194,P,23,S2 Non-PAI,0,1,74.5,22
GR000661,MDR00194,L,45,S1 PAI,17,1,49.0,18
GR000662,MDR00195,P,23,S2 Non-PAI,0,1,58.3,25
GR000663,MDR00195,L,35,D3/Lainnya,11,0,60.4,25
GR000664,MDR00196,P,38,S1 PAI,15,1,64.5,27
GR000665,MDR00196,P,40,S2 PAI,17,0,66.1,17
GR000666,MDR00197,P,30,S1 Non-PAI,7,1,49.8,34
GR000667,MDR00197,P,28,S1 Non-PAI,1,0,69.6,24
GR000668,MDR00198,L,43,D3/Lainnya,16,0,43.8,26
GR000669,MDR00198,L,38,S2 PAI,11,0,81.4,30
GR000670,MDR00198,L,47,D3/Lainnya,23,0,57.9,23
GR000671,MDR00199,P,29,S1 PAI,5,1,63.8,25
GR000672,MDR00199,L,23,S1 PAI,0,1,74.1,21
GR000673,MDR00199,P,34,D3/Lainnya,10,0,45.9,21
GR000674,MDR00199,P,25,S2 PAI,0,1,62.3,26
GR000675,MDR00200,L,29,S1 PAI,5,0,75.3,24
GR000676,MDR00200,P,38,S1 PAI,11,0,76.8,26
GR000677,MDR00200,L,29,S1 PAI,2,0,64.3,15
GR000678,MDR00201,P,23,S1 PAI,0,0,70.0,21
GR000679,MDR00201,L,60,S1 PAI,35,1,52.6,27
GR000680,MDR00201,P,44,S1 Non-PAI,21,0,61.6,16
GR000681,MDR00201,L,33,S1 Non-PAI,7,1,56.6,21
GR000682,MDR00202,P,31,S2 PAI,3,0,47.3,24
GR000683,MDR00203,P,51,S2 PAI,27,0,51.6,18
GR000684,MDR00203,L,45,D3/Lainnya,20,0,56.0,20
GR000685,MDR00204,P,29,S1 PAI,6,1,68.6,22
GR000686,MDR00205,L,50,S1 PAI,24,1,56.4,20
GR000687,MDR00205,P,31,S1 PAI,8,1,55.0,29
GR000688,MDR00205,P,29,S1 PAI,5,0,73.7,21
GR000689,MDR00206,L,31,S1 Non-PAI,8,0,51.6,30
GR000690,MDR00206,P,26,S1 PAI,0,0,86.1,21
GR000691,MDR00207,P,34,D3/Lainnya,11,1,53.6,32
GR000692,MDR00208,P,43,S2 Non-PAI,16,0,49.0,19
GR000693,MDR00209,L,42,D3/Lainnya,15,1,65.9,21
GR000694,MDR00209,P,43,S1 PAI,17,0,58.0,30
GR000695,MDR00210,L,31,S1 Non-PAI,4,1,56.5,22
GR000696,MDR00210,L,50,S1 Non-PAI,24,0,57.5,16
GR000697,MDR00210,L,46,S2 PAI,18,0,63.6,26
GR000698,MDR00211,L,32,S1 PAI,8,1,65.7,15
GR000699,MDR00211,P,32,S1 PAI,4,0,63.8,20
GR000700,MDR00211,P,24,S1 PAI,0,1,86.7,25
GR000701,MDR00211,L,52,S1 PAI,25,1,55.4,20
GR000702,MDR00212,P,28,S1 PAI,4,0,70.5,25
GR000703,MDR00212,L,33,S2 PAI,8,1,78.5,18
GR000704,MDR00212,P,49,S2 PAI,21,0,63.0,27
GR000705,MDR00213,L,34,S1 PAI,6,0,57.8,18
GR000706,MDR00213,P,23,S2 PAI,0,1,64.0,21
GR000707,MDR00213,L,35,S1 PAI,7,1,50.4,24
GR000708,MDR00213,P,47,S1 PAI,19,1,59.9,22
GR000709,MDR00213,L,45,D3/Lainnya,17,1,34.2,22
GR000710,MDR00213,L,34,S1 PAI,6,1,46.6,27
GR000711,MDR00213,L,40,S1 Non-PAI,13,1,65.4,28
GR000712,MDR00213,L,50,S1 PAI,26,0,63.4,25
GR000713,MDR00214,P,34,S2 PAI,6,0,78.7,19
GR000714,MDR00214,P,28,S1 PAI,1,0,62.2,21
GR000715,MDR00214,L,45,S1 Non-PAI,22,0,65.5,28
GR000716,MDR00214,L,30,S1 PAI,3,1,60.4,29
GR000717,MDR00215,L,31,S1 PAI,3,0,54.4,16
GR000718,MDR00215,P,23,S1 PAI,0,1,61.8,27
GR000719,MDR00215,P,39,S1 PAI,13,0,60.6,16
GR000720,MDR00215,P,34,S2 PAI,10,1,76.0,24
GR000721,MDR00215,L,39,S1 Non-PAI,11,1,53.9,19
GR000722,MDR00216,P,37,S1 Non-PAI,12,1,44.4,23
GR000723,MDR00217,L,52,S1 PAI,25,0,58.6,20
GR000724,MDR00217,P,25,S1 PAI,0,0,70.9,23
GR000725,MDR00217,L,34,S1 PAI,10,0,52.7,25
GR000726,MDR00217,P,34,D3/Lainnya,10,1,68.8,23
GR000727,MDR00218,L,44,D3/Lainnya,16,0,60.1,19
GR000728,MDR00218,P,28,S1 Non-PAI,2,1,52.8,27
GR000729,MDR00218,P,37,D3/Lainnya,12,0,58.0,26
GR000730,MDR00218,P,37,S2 PAI,9,0,76.1,20
GR000731,MDR00219,L,44,S1 PAI,16,1,66.3,21
GR000732,MDR00219,P,41,S1 PAI,15,1,56.9,24
GR000733,MDR00219,L,56,S1 PAI,30,0,40.8,25
GR000734,MDR00220,P,32,S1 Non-PAI,4,1,72.3,20
GR000735,MDR00220,L,44,S1 PAI,19,1,52.3,25
GR000736,MDR00220,L,54,S1 PAI,27,1,67.2,24
GR000737,MDR00220,L,37,S2 PAI,11,0,80.3,28
GR000738,MDR00220,L,37,S2 Non-PAI,12,1,68.4,21
GR000739,MDR00221,P,43,D3/Lainnya,18,1,55.6,23
GR000740,MDR00221,L,23,S1 PAI,0,0,67.3,21
GR000741,MDR00221,L,33,D3/Lainnya,9,1,57.2,26
GR000742,MDR00221,L,47,S1 PAI,19,1,52.3,21
GR000743,MDR00221,L,40,S1 PAI,14,1,51.8,26
GR000744,MDR00222,P,43,S1 PAI,15,0,62.9,22
GR000745,MDR00222,L,45,S2 PAI,18,1,54.1,17
GR000746,MDR00222,L,40,S1 PAI,15,0,57.3,19
GR000747,MDR00222,P,38,S1 Non-PAI,13,1,52.7,22
GR000748,MDR00223,L,39,S1 PAI,16,1,50.1,23
GR000749,MDR00223,P,39,S1 Non-PAI,13,1,59.1,25
GR000750,MDR00224,P,37,D3/Lainnya,13,1,54.9,18
GR000751,MDR00224,L,42,S1 PAI,17,0,63.7,18
GR000752,MDR00224,P,35,S1 Non-PAI,9,0,47.7,28
GR000753,MDR00224,P,32,S1 PAI,4,1,60.3,23
GR000754,MDR00224,P,55,S1 PAI,27,0,50.2,23
GR000755,MDR00225,L,44,D3/Lainnya,19,1,40.9,17
GR000756,MDR00225,P,32,D3/Lainnya,9,0,53.6,24
GR000757,MDR00225,P,43,S1 Non-PAI,17,1,43.1,26
GR000758,MDR00225,P,35,S1 PAI,11,1,54.8,35
GR000759,MDR00226,L,37,S1 PAI,11,1,64.2,18
GR000760,MDR00226,L,50,S2 PAI,27,0,72.8,21
GR000761,MDR00227,P,46,D3/Lainnya,22,0,52.9,18
GR000762,MDR00227,P,55,S2 PAI,31,1,65.2,26
GR000763,MDR00227,L,29,S1 PAI,1,0,61.8,25
GR000764,MDR00228,P,31,S2 PAI,7,0,65.4,24
GR000765,MDR00228,P,42,S1 PAI,15,1,56.0,24
GR000766,MDR00229,L,32,S1 Non-PAI,8,0,59.1,24
GR000767,MDR00229,L,43,D3/Lainnya,15,1,55.7,23
GR000768,MDR00229,L,35,S1 PAI,11,0,65.6,24
GR000769,MDR00229,P,38,S1 PAI,10,1,47.0,24
GR000770,MDR00229,P,36,S1 PAI,8,0,53.9,25
GR000771,MDR00229,P,27,S1 Non-PAI,0,1,65.8,31
GR000772,MDR00230,P,29,S1 PAI,2,1,78.0,22
GR000773,MDR00231,P,39,S1 PAI,15,1,51.1,25
GR000774,MDR00231,L,34,S1 PAI,8,1,56.2,24
GR000775,MDR00231,L,56,S1 PAI,28,0,60.4,26
GR000776,MDR00231,L,39,S1 PAI,13,1,66.4,25
GR000777,MDR00231,L,44,S1 PAI,20,1,67.1,19
GR000778,MDR00231,P,28,S1 Non-PAI,4,1,66.0,16
GR000779,MDR00232,L,25,S1 PAI,0,0,66.7,30
GR000780,MDR00232,L,37,S1 Non-PAI,11,1,59.9,29
GR000781,MDR00232,L,34,S2 Non-PAI,6,0,68.5,26
GR000782,MDR00233,L,36,S1 Non-PAI,8,0,64.5,25
GR000783,MDR00234,P,47,S1 PAI,22,0,51.8,18
GR000784,MDR00235,L,40,S1 PAI,15,0,63.7,16
GR000785,MDR00235,L,34,S1 PAI,7,0,50.0,18
GR000786,MDR00236,P,23,S1 Non-PAI,0,0,83.6,25
GR000787,MDR00237,P,39,S2 PAI,16,1,51.7,20
GR000788,MDR00237,L,34,S2 PAI,11,1,73.0,18
GR000789,MDR00237,L,35,S2 PAI,10,0,64.8,20
GR000790,MDR00237,P,40,S1 PAI,12,0,73.4,30
GR000791,MDR00237,L,27,S1 PAI,3,1,62.7,28
GR000792,MDR00237,P,38,D3/Lainnya,11,1,43.6,20
GR000793,MDR00238,P,38,S1 Non-PAI,10,1,77.3,28
GR000794,MDR00238,P,53,S2 PAI,25,1,62.1,27
GR000795,MDR00238,P,60,S2 PAI,35,1,71.3,26
GR000796,MDR00238,L,39,S1 PAI,15,1,56.7,22
GR000797,MDR00238,L,45,D3/Lainnya,18,1,33.3,24
GR000798,MDR00238,P,30,S1 PAI,2,0,62.3,19
GR000799,MDR00238,P,35,S2 PAI,10,0,78.2,26
GR000800,MDR00239,P,23,S2 Non-PAI,0,1,68.7,25
GR000801,MDR00239,L,42,S1 PAI,17,1,57.5,24
GR000802,MDR00239,L,25,D3/Lainnya,0,1,54.3,20
GR000803,MDR00240,P,45,S1 PAI,17,0,64.2,20
GR000804,MDR00241,P,36,S1 PAI,8,0,59.9,29
GR000805,MDR00241,P,24,S1 PAI,0,0,62.7,25
GR000806,MDR00241,P,32,D3/Lainnya,8,1,63.5,30
GR000807,MDR00242,P,42,S1 PAI,18,1,70.1,23
GR000808,MDR00242,L,34,D3/Lainnya,7,1,55.2,27
GR000809,MDR00242,P,37,S1 PAI,9,0,64.7,28
GR000810,MDR00243,L,47,S2 Non-PAI,22,0,55.9,33
GR000811,MDR00243,P,47,S2 PAI,19,1,56.5,24
GR000812,MDR00243,L,46,S1 PAI,19,0,42.1,20
GR000813,MDR00243,P,49,S1 PAI,21,0,50.3,24
GR000814,MDR00243,P,26,S1 PAI,1,0,63.9,22
GR000815,MDR00243,P,45,S1 PAI,20,0,45.1,20
GR000816,MDR00243,L,31,S1 PAI,5,1,48.0,22
GR000817,MDR00243,L,31,S1 Non-PAI,8,1,57.0,22
GR000818,MDR00244,P,41,S1 Non-PAI,15,0,57.1,25
GR000819,MDR00244,P,29,S1 PAI,2,1,53.4,30
GR000820,MDR00244,L,48,S1 Non-PAI,23,0,60.6,24
GR000821,MDR00245,P,28,S1 Non-PAI,4,0,68.0,18
GR000822,MDR00245,P,28,S1 PAI,5,0,65.8,23
GR000823,MDR00245,L,51,S1 Non-PAI,27,0,64.4,23
GR000824,MDR00245,P,34,S1 PAI,11,1,62.6,23
GR000825,MDR00246,L,31,S1 PAI,8,1,56.7,30
GR000826,MDR00246,P,38,S1 PAI,11,0,55.2,21
GR000827,MDR00246,P,27,S1 PAI,4,0,50.2,28
GR000828,MDR00246,L,41,S1 PAI,15,1,67.8,20
GR000829,MDR00246,P,50,S1 PAI,22,1,70.5,23
GR000830,MDR00247,L,30,S1 PAI,6,0,61.8,33
GR000831,MDR00247,P,40,S1 Non-PAI,12,0,49.5,29
GR000832,MDR00248,L,39,S1 PAI,14,1,70.8,20
GR000833,MDR00248,L,31,S1 PAI,5,0,59.9,26
GR000834,MDR00248,P,32,S1 Non-PAI,6,0,65.4,16
GR000835,MDR00249,L,51,S1 PAI,26,0,55.5,28
GR000836,MDR00250,L,32,S1 PAI,9,0,59.8,24
GR000837,MDR00251,P,44,S1 PAI,17,1,59.3,30
GR000838,MDR00251,L,35,S2 Non-PAI,9,0,58.0,21
GR000839,MDR00252,P,23,S1 PAI,0,1,55.0,22
GR000840,MDR00252,P,37,S1 PAI,13,0,72.9,18
GR000841,MDR00253,L,36,S1 PAI,13,0,61.5,24
GR000842,MDR00253,L,27,S1 PAI,1,0,75.6,23
